year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2019,01,51000,Alabama,Montgomery city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4%:58.3%,2,1.2%:1.6%,3,7.0%:3.6%,3,63.5%:36.5%,2,288,288,288,0.0102182012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,01,51000,Alabama,Montgomery city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5185447429595589,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5486738266328948,2,1.2,1,NA,NA,NA,NA,NA,NA,NA
2021,01,51000,Alabama,Montgomery city,0.3793384188776087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760855102718817,1,0.8413855199928366,1,18348.900524708788,3,49138.9038473659,3,99319.92726211772,3,3,NA,NA,32.1%:59.1%,2,0.9%:2.3%,3,16.8%:5.4%,2,50.1%:33.2%,2,NA,NA,NA,NA,NA,1.622656425892685,1.2222944152959658,1.1101139014637469,1,NA,NA,0.05579986270159485,0.6139726000139288,0.03959268139805593,0.2906348558864204,0.27052087745298437,1,0.26543261000603646,1,0.8709254473454044,1,0.8826940921290937,1,0.5114905627229599,1,NA,NA,NA,NA,NA,NA,0,3,0.9949159793455442,8.456785824437127,3,0.7521096884590376,3
2014,01,77256,Alabama,Tuscaloosa city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8%:41.3%,2,4.1%:2.3%,3,1.5%:2.9%,3,71.6%:53.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,77256,Alabama,Tuscaloosa city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9%:42.0%,2,0.3%:1.5%,3,2.1%:2.1%,3,71.8%:54.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,77256,Alabama,Tuscaloosa city,NA,NA,0.91126257,0.77306598,1.0494591,1,0.64893758,1,0.66728282,1,0.11927112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3%:41.9%,2,0.5%:1.5%,3,0.8%:3.6%,3,71.4%:53.0%,2,432,432,432,0.0149760796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,77256,Alabama,Tuscaloosa city,NA,NA,0.79646391,0.65029508,0.94263279,1,0.62330765,1,0.65510947,1,0.092471361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0%:40.8%,2,3.4%:4.7%,3,2.5%:2.7%,3,69.1%:51.8%,2,283,283,283,0.0096884631,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,77256,Alabama,Tuscaloosa city,NA,NA,NA,NA,NA,NA,0.62544268,1,0.66179156,1,0.099255584,1,NA,NA,NA,NA,14056.371543147035,2,47480.4156329767,2,95237.57122702104,2,2,NA,NA,19.4%:41.2%,2,2.2%:4.7%,3,2.8%:1.9%,3,75.6%:52.2%,2,423,423,423,0.0144630214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7647290433399784,2
2019,01,77256,Alabama,Tuscaloosa city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3%:45.3%,2,0.5%:1.2%,3,2.3%:3.7%,3,71.9%:49.8%,2,357,357,357,0.0119150924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,01,77256,Alabama,Tuscaloosa city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3808787064514822,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6458033893619709,3,2.4,2,NA,NA,NA,NA,NA,NA,NA
2021,01,77256,Alabama,Tuscaloosa city,0.4180693203544039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9998380167592787,2,0.7727199451900214,1,13804.47613663962,2,37435.292847604775,2,88187.23605060503,2,2,NA,NA,27.6%:46.9%,2,1.3%:3.3%,3,1.2%:2.6%,3,69.9%:47.2%,2,NA,NA,NA,NA,NA,1.3943676745569478,1.093469884809424,0.879688850914898,2,NA,NA,0.0430721799056946,0.4397896264055132,0.04355579736428485,0.4735823963245073,0.260855858015889,1,0.3403292123289628,1,0.9080242693251372,1,0.935344333293273,1,0.3528523586626455,1,NA,NA,NA,NA,NA,NA,564.4402634054563,1,708.2980695603112,1179.82509168581,1,0.7790066940384056,2
2014,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9%:6.2%,3,3.3%:7.3%,3,11.0%:19.1%,2,84.8%:67.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4%:6.2%,3,4.5%:6.1%,3,11.9%:17.2%,2,81.3%:70.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,0.46019176,1,0.35294119,1,0.13451327,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0%:4.1%,3,2.7%:6.5%,3,13.0%:21.4%,2,81.3%:68.0%,2,2476,2476,2476,0.0508972816,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,0.73324215,1,0.60498917,1,0.29877639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3%:5.8%,3,3.1%:7.1%,3,16.6%:21.3%,2,78.0%:65.8%,2,2047,2047,2047,0.0426174216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,0.33878967,1,0.28864142,1,0.21668881,1,NA,NA,NA,NA,40901.488881818186,2,81231.1781030686,2,155840.184906383,2,2,NA,NA,3.2%:5.9%,3,4.7%:7.6%,2,11.9%:20.1%,2,80.2%:66.5%,2,1928,1928,1928,0.0413476601,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8316824265832057,2
2019,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7%:4.5%,3,5.1%:7.4%,2,15.9%:22.1%,2,76.3%:66.0%,2,1709,1709,1709,0.0366321579,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,02,03000,Alaska,Anchorage municipality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6269904004066408,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1350326583072032,1,0.7,1,NA,NA,NA,NA,NA,NA,NA
2021,02,03000,Alaska,Anchorage municipality,0.28838974511455806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8456018080225634,1,0.9214001264762686,1,38102.93984651782,2,83770.223808,2,160596.8141260274,2,2,0.27641,1,1.9%:4.7%,3,4.0%:8.5%,2,21.7%:22.0%,2,72.4%:64.9%,2,NA,NA,NA,NA,NA,1.5717852805351291,1.474000745463817,1.1006463986582122,1,NA,NA,0.2921089063221043,0.0516023175921653,0.09497000461467468,0.5613187714710557,0.08903063173172408,1,0.8827106816906489,1,0.8753652879085865,1,0.6488716462066622,1,0.3835313416133329,1,NA,NA,NA,NA,NA,NA,0,3,7.862038318891111,19.484181920730144,3,0.8124969414221164,2
2014,04,04720,Arizona,Avondale city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2%:8.5%,3,29.6%:38.4%,3,4.3%:5.9%,3,59.9%:47.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,04,04720,Arizona,Avondale city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8%:10.0%,3,34.3%:38.6%,3,4.5%:3.8%,3,56.4%:47.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,04720,Arizona,Avondale city,NA,NA,1.2016685,1.0374587,1.3658783,1,0.59397078,1,0.60979801,1,0.41207269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8%:9.2%,3,30.8%:40.8%,3,6.8%:6.5%,3,56.6%:43.5%,3,793,793,793,0.0416776165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,04,04720,Arizona,Avondale city,NA,NA,1.2414978,1.0164806,1.4665151,1,0.48804972,1,0.46524683,1,0.36387014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3%:9.8%,3,38.9%:45.7%,3,5.8%:7.6%,3,50.0%:36.9%,3,672,672,672,0.0355405137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,04720,Arizona,Avondale city,NA,NA,NA,NA,NA,NA,0.50735664,1,0.50945354,1,0.33994016,1,NA,NA,NA,NA,32341.822622060434,2,62625.096978902584,2,107334.43279360476,2,2,NA,NA,9.6%:10.2%,3,31.3%:39.6%,3,4.8%:4.4%,3,54.2%:45.8%,3,585,585,585,0.0296172537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7974722502254478,2
2019,04,04720,Arizona,Avondale city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3%:6.8%,3,37.6%:44.0%,3,7.0%:5.4%,3,47.2%:43.8%,3,334,334,334,0.0164087452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,04,04720,Arizona,Avondale city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5754270295961627,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6753094900992167,3,1,2,NA,NA,NA,NA,NA,NA,NA
2021,04,04720,Arizona,Avondale city,0.06668442729827044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8529770056234436,2,0.9041162777493896,1,36039.161044428656,2,74251.5595259537,2,131818.29345365966,2,2,NA,NA,4.8%:6.4%,3,46.7%:43.2%,3,8.7%:7.6%,3,39.8%:42.8%,3,NA,NA,NA,NA,NA,1.4999990490778927,1.2526589519176976,1.135420060475952,2,NA,NA,0.07786294214500653,0.0937375801964458,0.5631976381082155,0.26520183955033216,0,1,0.8821553333240272,1,0.4031504771297959,1,0.8920613997217884,1,0.6806806931835474,1,NA,NA,NA,NA,NA,NA,1930.5019305019305,1,1585.192755351161,4807.812411287117,1,0.7911994916412939,2
2014,04,07940,Arizona,Buckeye city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8%:4.1%,3,14.9%:21.2%,3,4.4%:6.0%,3,77.9%:68.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,04,07940,Arizona,Buckeye city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:5.5%,3,12.6%:18.9%,3,5.4%:6.6%,3,79.9%:69.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,07940,Arizona,Buckeye city,NA,NA,1.0616802,0.86664432,1.256716,1,0.38230088,1,0.48842511,1,0.27125564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0%:5.1%,3,16.2%:21.7%,3,6.3%:5.4%,3,73.5%:67.8%,3,80,80,80,0.0064479727,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,04,07940,Arizona,Buckeye city,NA,NA,1.0074793,0.73841679,1.2765418,1,0.26016259,1,0.30492446,1,0.15542185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4%:4.0%,3,15.2%:21.0%,3,7.0%:8.0%,3,74.4%:67.1%,3,41,41,41,0.0033131314,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,07940,Arizona,Buckeye city,NA,NA,NA,NA,NA,NA,0.43404636,1,0.4861809,1,0.26498953,1,NA,NA,NA,NA,34843.842254417345,2,71627.68493509648,2,126592.04158917617,2,2,NA,NA,4.9%:5.0%,3,17.7%:22.7%,3,3.6%:4.7%,3,73.9%:67.5%,3,39,39,39,0.0029009224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808340430820557,2
2019,04,07940,Arizona,Buckeye city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5%:4.3%,3,21.1%:25.1%,3,4.7%:4.1%,3,70.7%:66.5%,3,51,51,51,0.0036624775,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,04,07940,Arizona,Buckeye city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712599628868408,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8483871200502512,3,1.1,2,NA,NA,NA,NA,NA,NA,NA
2021,04,07940,Arizona,Buckeye city,0.187976849049458,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8706549243397661,2,0.895620381001215,1,44218.82172119091,2,78690.21620483043,2,139399.99422972713,2,2,NA,NA,5.2%:4.3%,3,19.8%:23.1%,3,7.3%:7.0%,3,67.7%:65.6%,3,NA,NA,NA,NA,NA,1.9001111404940592,1.7986764645826216,2.3362248411839466,2,NA,NA,0.05931268183388882,0.05061809588567734,0.4636220753307844,0.4264471469496494,0,2,0.9281028804098808,1,0.5090123286004581,1,0.9229658529869044,1,0.5254188002144229,1,NA,NA,NA,NA,NA,NA,1241.486335028882,1,770.2511397710426,2066.636198459498,1,0.7670539007293774,2
2014,04,12000,Arizona,Chandler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7%:6.1%,2,11.7%:18.0%,2,10.2%:10.8%,2,75.3%:65.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,04,12000,Arizona,Chandler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2%:4.3%,2,8.4%:16.4%,2,11.9%:12.0%,2,77.5%:67.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,12000,Arizona,Chandler city,NA,NA,1.0598578,0.98672289,1.1329929,1,0.11107905,1,0.18688737,1,0.019247629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8%:6.5%,2,10.7%:15.7%,2,14.0%:9.3%,2,72.5%:68.5%,2,647,644,650,0.0114089223,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,04,12000,Arizona,Chandler city,NA,NA,1.1039355,1.0025297,1.2053412,1,0.10124703,1,0.16573264,1,0.023109844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6%:5.5%,2,8.6%:13.9%,2,12.4%:10.8%,2,76.4%:69.8%,2,501,500,502,0.0109083783,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,12000,Arizona,Chandler city,NA,NA,NA,NA,NA,NA,0.10571428,1,0.16503547,1,0.017545298,1,NA,NA,NA,NA,34674.9623825514,3,80966.29286293995,3,151864.99338258032,3,3,NA,NA,2.0%:5.1%,2,10.9%:15.6%,2,13.0%:12.2%,2,74.1%:67.1%,2,365,363,367,0.0058826376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8449892286631453,3
2019,04,12000,Arizona,Chandler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:3.8%,2,11.7%:16.2%,2,13.9%:13.7%,2,72.3%:66.3%,2,335,333,337,0.0057311002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,04,12000,Arizona,Chandler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7752589480874662,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0219126015132876,3,0.8,2,NA,NA,NA,NA,NA,NA,NA
2021,04,12000,Arizona,Chandler city,0.4668604246859501,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925259648276794,1,0.9522865669012146,1,42403.89308677316,3,91889.91384859152,3,161549.57843359877,3,3,0.19393,1,2.4%:5.4%,2,14.7%:19.8%,2,13.1%:12.1%,2,69.8%:62.6%,2,NA,NA,NA,NA,NA,1.4891145284773388,1.29579303309699,1.3397871594132624,1,NA,NA,0.16660977319693582,0.05430940504112847,0.215119714871953,0.5639611068899827,1.953268099778169e-4,1,0.9285632990724264,1,0.7090118266000542,1,0.805314419794287,1,0.40675870570505074,1,NA,NA,NA,NA,NA,NA,1330.5120066685904,1,908.0931878328726,3040.680666130767,1,0.833634744076056,3
2014,04,23620,Arizona,Flagstaff city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7%:1.3%,3,7.7%:11.5%,3,11.2%:24.2%,3,80.4%:63.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,04,23620,Arizona,Flagstaff city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.2%,3,8.9%:11.9%,3,6.5%:22.6%,3,84.6%:65.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,23620,Arizona,Flagstaff city,NA,NA,1.0996592,0.95031518,1.2490032,1,0.30612245,1,0.44217023,1,0.15124442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8%:0.6%,3,6.8%:10.5%,3,12.0%:22.6%,3,80.5%:66.3%,3,334,334,334,0.0340052955,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,04,23620,Arizona,Flagstaff city,NA,NA,1.0917569,0.88915747,1.2943563,1,0.18446602,1,0.21488947,1,0.044365857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2%:0.8%,3,8.2%:12.3%,3,11.2%:24.1%,3,80.4%:62.7%,3,302,302,302,0.0307160299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,23620,Arizona,Flagstaff city,NA,NA,NA,NA,NA,NA,0.17431192,1,0.18080357,1,0.042926829,1,NA,NA,NA,NA,24999.181572,3,63325.22556103847,3,120466.44327272728,3,3,NA,NA,0.0%:1.6%,3,8.3%:10.8%,3,8.2%:25.1%,3,83.5%:62.5%,3,298,297,299,0.0294641089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7922871090957371,3
